model,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,hit_rate,profit_factor,up_capture,down_capture,n_days,n_tickers
ts_gru,0.13385864179743323,0.1724374455456914,0.10446151042367936,1.2694079033075765,2.311264945041762,-0.0847878356585163,2.033751939401604,0.5035175879396985,1.2870984796595282,0.5781909538004012,0.48189314264511524,199,5
