model,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,hit_rate,profit_factor,up_capture,down_capture,n_days,n_tickers
ts_lstm,-0.058253946037139515,-0.05447818089631118,0.16171642831373212,-0.5784411355821192,-0.5724849008180146,-0.12639777038906555,-0.431005835139048,0.35185185185185186,0.8165264856968554,0.14209291876419092,0.34083304806034065,270,1
